,일자,강수량(mm),기온_겨울,풍속(m/s),체감온도_겨울,기온_여름,습도(%rh),체감온도_여름
380,19-01-16,0.0,-10.0,12.2,-16.0,-1.1,22.4,-0.2
381,19-01-17,0.0,-2.7,9.4,-6.4,4.0,19.7,4.1
382,19-01-18,0.0,-4.2,7.6,-7.5,6.7,32.5,6.9
383,19-01-19,0.0,0.1,7.6,-2.5,8.5,47.5,9.2
384,19-01-20,0.0,-5.4,14.4,-10.9,4.0,74.9,6.1
385,19-01-21,0.0,-5.6,12.6,-10.7,4.2,58.0,5.6
386,19-01-22,0.0,-3.2,7.9,-6.5,7.1,43.1,7.7
387,19-01-23,0.0,-0.5,15.1,-5.1,7.0,22.4,6.7
388,19-01-24,0.0,-4.4,9.0,-8.3,6.5,14.3,5.9
389,19-01-25,0.0,-3.4,17.3,-9.1,2.6,20.3,2.9
390,19-01-26,0.0,-6.3,19.8,-13.2,2.3,22.2,2.7
391,19-01-27,0.0,-6.6,7.6,-10.3,5.0,39.6,5.6
392,19-01-28,0.0,-2.0,14.8,-6.8,2.9,72.2,4.9
393,19-01-29,0.0,-5.6,8.6,-9.5,7.0,18.9,6.6
394,19-01-30,0.0,-2.5,5.8,-4.8,6.6,44.5,7.3
395,19-01-31,0.0,-5.6,19.4,-12.2,2.3,71.4,4.2
396,19-02-01,0.3,-6.2,11.5,-11.2,2.8,36.0,3.5
397,19-02-02,0.0,-3.1,8.3,-6.5,6.1,47.3,6.9
398,19-02-03,16.0,2.7,17.3,-1.5,4.9,96.7,8.0
399,19-02-04,0.0,-2.5,18.4,-8.1,2.1,85.2,4.7
400,19-02-05,0.0,-3.5,7.9,-6.8,10.0,18.9,9.1
401,19-02-06,0.0,0.2,8.6,-2.7,9.3,51.7,10.2
402,19-02-07,0.5,-7.6,25.2,-15.7,6.3,81.9,8.7
403,19-02-08,0.0,-9.6,20.5,-17.5,-1.3,18.3,-0.4
404,19-02-09,0.0,-7.1,21.2,-14.4,-1.9,21.2,-0.9
405,19-02-10,0.0,-9.0,8.3,-13.4,-1.9,24.4,-0.9
406,19-02-11,0.0,-5.8,16.2,-11.8,2.0,20.9,2.4
407,19-02-12,0.0,-2.5,11.5,-6.7,3.7,29.4,4.1
408,19-02-13,0.0,-5.6,10.4,-10.1,2.5,16.6,2.7
409,19-02-14,0.0,-5.8,5.8,-8.6,6.2,17.1,5.8
410,19-02-15,2.2,-2.1,15.8,-7.2,0.7,92.8,3.6
411,19-02-16,0.2,-5.0,16.9,-11.0,1.4,41.3,2.4
412,19-02-17,0.0,-5.1,11.9,-10.0,4.6,23.8,4.7
413,19-02-18,0.0,-3.9,7.6,-7.2,5.8,28.2,5.9
414,19-02-19,4.6,0.9,13.0,-2.9,2.7,83.3,5.2
415,19-02-20,0.0,0.6,16.2,-3.9,4.1,59.3,5.5
416,19-02-21,0.0,-2.4,7.2,-5.3,9.0,33.4,9.0
417,19-02-22,0.0,-1.1,6.8,-3.6,10.7,28.9,10.3
418,19-02-23,0.0,0.6,7.9,-2.0,14.5,17.4,12.8
419,19-02-24,0.0,1.2,7.6,-1.2,13.7,22.1,12.5
420,19-02-25,0.0,1.5,13.0,-2.2,10.2,31.5,10.0
421,19-02-26,0.0,-1.5,7.9,-4.5,12.0,16.6,10.6
422,19-02-27,0.0,4.9,7.6,3.1,14.0,26.1,13.0
423,19-02-28,0.0,2.3,7.9,0.0,12.8,27.1,12.0
424,19-03-01,0.0,1.7,9.7,-1.2,12.8,28.0,12.1
425,19-03-02,0.0,1.3,5.8,-0.5,14.7,22.1,13.3
426,19-03-03,0.0,2.6,7.2,0.6,16.1,15.9,14.0
427,19-03-04,0.0,6.7,14.4,3.9,16.1,21.6,14.5
428,19-03-05,0.0,5.7,13.3,2.9,12.7,45.5,13.1
429,19-03-06,0.0,6.7,15.5,3.8,12.4,44.1,12.7
430,19-03-07,0.0,3.2,8.6,0.9,12.6,32.7,12.2
431,19-03-08,0.0,1.0,6.8,-1.2,13.3,21.7,12.1
432,19-03-09,0.0,0.0,7.6,-2.6,14.9,13.7,12.8
433,19-03-10,0.0,7.0,8.3,5.4,15.2,14.4,13.1
434,19-03-11,0.0,3.8,9.0,1.5,9.8,45.1,10.3
435,19-03-12,0.0,0.8,19.1,-4.1,6.8,73.2,8.8
436,19-03-13,0.0,-0.1,14.8,-4.5,8.5,23.1,8.0
437,19-03-14,0.0,-1.7,6.8,-4.3,10.0,20.7,9.2
438,19-03-15,3.5,2.5,13.0,-1.0,10.6,40.2,10.8
439,19-03-16,0.0,1.3,10.4,-1.9,9.2,41.6,9.6
440,19-03-17,0.0,2.7,6.8,0.8,12.3,29.4,11.7
441,19-03-18,0.0,1.6,6.5,-0.4,14.4,20.7,13.0
442,19-03-19,0.0,3.5,6.1,2.0,16.7,43.8,16.7
443,19-03-20,16.5,7.5,7.9,6.1,14.1,57.5,15.1
444,19-03-21,3.3,2.5,18.4,-1.9,9.9,97.5,13.1
445,19-03-22,0.0,-0.6,16.2,-5.4,8.0,26.6,7.8
446,19-03-23,1.7,0.1,8.3,-2.7,8.2,35.6,8.4
447,19-03-24,0.0,-0.8,7.9,-3.6,9.7,31.5,9.5
448,19-03-25,0.0,3.3,12.2,0.2,11.5,47.0,12.0
449,19-03-26,0.0,7.7,15.1,5.1,17.6,25.5,16.1
450,19-03-27,0.0,9.0,14.0,6.8,16.1,46.7,16.4
451,19-03-28,0.0,6.2,18.0,2.8,14.6,21.7,13.2
452,19-03-29,0.0,5.5,9.7,3.3,15.0,24.6,13.8
453,19-03-30,1.8,3.6,23.0,-1.1,7.6,69.3,9.4
454,19-03-31,0.0,3.2,23.8,-1.7,8.4,24.1,8.0
455,19-04-01,0.0,0.3,9.0,-2.7,11.3,19.4,10.2
456,19-04-02,0.0,1.8,9.0,-0.9,13.0,19.6,11.7
457,19-04-03,0.0,2.1,6.5,0.2,13.5,23.5,12.4
458,19-04-04,0.0,3.0,6.8,1.1,15.6,24.5,14.3
459,19-04-05,0.0,7.1,18.7,3.9,16.7,28.6,15.6
460,19-04-06,0.8,5.9,5.0,5.1,10.6,56.8,11.7
461,19-04-07,0.0,5.7,4.3,5.2,20.1,18.0,17.6
462,19-04-08,0.0,7.6,16.2,4.8,17.2,13.7,14.7
463,19-04-09,17.4,4.7,17.3,1.0,13.7,22.3,12.5
464,19-04-10,5.6,4.8,15.8,1.4,10.0,68.3,11.7
465,19-04-11,0.0,4.4,5.4,3.2,15.7,34.8,15.2
466,19-04-12,0.0,5.8,7.9,4.1,18.4,26.8,17.0
467,19-04-13,0.0,6.3,4.3,5.8,17.9,14.9,15.4
468,19-04-14,1.7,7.8,15.1,5.2,13.0,64.0,14.4
469,19-04-15,0.0,4.4,7.9,2.5,17.1,25.1,15.7
470,19-04-16,0.0,7.0,6.8,5.8,22.5,12.4,18.9
471,19-04-17,0.0,9.2,6.8,8.3,21.4,37.9,20.7
472,19-04-18,0.0,0.0,0.0,0.0,16.2,56.4,17.1
473,19-04-19,0.0,10.0,11.2,8.4,19.7,33.7,18.8
474,19-04-20,1.2,9.8,8.3,8.7,19.0,44.9,19.0
475,19-04-21,0.3,0.0,0.0,0.0,20.2,55.2,20.9
476,19-04-22,0.0,0.0,0.0,0.0,28.2,22.8,25.3
477,19-04-23,0.0,0.0,0.0,0.0,25.3,41.4,24.7
478,19-04-24,4.1,0.0,0.0,0.0,25.9,48.0,25.9
479,19-04-25,11.3,9.4,10.4,7.8,17.1,71.1,18.9
480,19-04-26,4.9,8.1,14.0,5.7,9.4,95.8,12.5
481,19-04-27,0.0,4.3,7.9,2.3,17.8,33.5,17.0
482,19-04-28,0.0,0.0,0.0,0.0,16.2,43.1,16.2
483,19-04-29,0.0,8.4,7.6,7.2,17.3,38.0,16.9
484,19-04-30,0.0,9.0,5.4,8.5,22.5,35.0,21.5
485,19-05-01,0.0,0.0,0.0,0.0,22.0,45.9,21.9
486,19-05-02,0.0,0.0,0.0,0.0,25.0,20.9,22.2
487,19-05-03,0.0,0.0,0.0,0.0,26.1,22.6,23.4
488,19-05-04,0.0,0.0,0.0,0.0,27.3,27.0,25.0
489,19-05-05,0.0,0.0,0.0,0.0,26.2,20.2,23.2
490,19-05-06,0.0,9.8,24.8,6.7,18.4,25.7,16.9
491,19-05-07,0.0,8.9,6.5,8.1,21.9,21.6,19.6
492,19-05-08,0.0,0.0,0.0,0.0,21.1,35.2,20.2
493,19-05-09,0.0,0.0,0.0,0.0,22.9,22.0,20.5
494,19-05-10,0.0,0.0,0.0,0.0,26.7,30.4,24.9
495,19-05-11,0.0,0.0,0.0,0.0,28.0,30.8,26.1
496,19-05-12,0.0,0.0,0.0,0.0,28.8,26.9,26.4
497,19-05-13,0.0,0.0,0.0,0.0,22.7,34.8,21.6
498,19-05-14,0.0,0.0,0.0,0.0,26.8,28.7,24.8
499,19-05-15,0.0,0.0,0.0,0.0,27.8,28.6,25.7
500,19-05-16,0.0,0.0,0.0,0.0,29.9,30.1,27.8
501,19-05-17,0.0,0.0,0.0,0.0,28.3,33.7,26.8
502,19-05-18,0.0,0.0,0.0,0.0,25.9,40.3,25.2
503,19-05-19,22.0,0.0,0.0,0.0,21.1,92.2,24.3
504,19-05-20,8.7,0.0,0.0,0.0,20.0,91.5,23.2
505,19-05-21,0.0,0.0,0.0,0.0,23.1,31.1,21.7
506,19-05-22,0.0,0.0,0.0,0.0,26.3,22.6,23.6
507,19-05-23,0.0,0.0,0.0,0.0,28.8,28.2,26.6
508,19-05-24,0.0,0.0,0.0,0.0,33.2,30.7,31.0
509,19-05-25,0.0,0.0,0.0,0.0,27.6,30.3,25.7
510,19-05-26,0.0,0.0,0.0,0.0,30.7,26.5,28.1
511,19-05-27,7.1,0.0,0.0,0.0,19.6,94.0,22.9
512,19-05-28,0.0,0.0,0.0,0.0,24.5,27.0,22.5
513,19-05-29,0.0,0.0,0.0,0.0,26.5,28.7,24.5
514,19-05-30,0.0,0.0,0.0,0.0,24.3,36.4,23.3
515,19-05-31,0.0,0.0,0.0,0.0,23.3,37.6,22.4
516,19-06-01,0.0,0.0,0.0,0.0,23.7,44.3,23.4
517,19-06-02,0.0,0.0,0.0,0.0,27.5,30.0,25.6
518,19-06-03,0.0,0.0,0.0,0.0,29.5,33.6,27.9
519,19-06-04,0.0,0.0,0.0,0.0,29.0,35.1,27.6
520,19-06-05,0.0,0.0,0.0,0.0,29.3,47.9,29.1
521,19-06-06,7.5,0.0,0.0,0.0,25.1,58.5,26.0
522,19-06-07,35.3,0.0,0.0,0.0,24.6,54.7,25.2
523,19-06-08,0.0,0.0,0.0,0.0,27.3,44.8,26.9
524,19-06-09,2.5,0.0,0.0,0.0,26.3,52.8,26.7
525,19-06-10,9.5,0.0,0.0,0.0,21.9,53.1,22.4
526,19-06-11,0.0,0.0,0.0,0.0,25.9,37.5,24.9
527,19-06-12,0.0,0.0,0.0,0.0,26.4,50.0,26.5
528,19-06-13,0.0,0.0,0.0,0.0,28.4,39.5,27.5
529,19-06-14,0.0,0.0,0.0,0.0,28.2,36.7,27.0
530,19-06-15,2.1,0.0,0.0,0.0,27.4,44.0,26.9
531,19-06-16,0.0,0.0,0.0,0.0,27.1,42.6,26.5
532,19-06-17,0.0,0.0,0.0,0.0,26.1,43.4,25.7
533,19-06-18,13.8,0.0,0.0,0.0,24.5,65.7,25.9
534,19-06-19,0.2,0.0,0.0,0.0,25.3,60.4,26.3
535,19-06-20,0.0,0.0,0.0,0.0,27.5,52.3,27.8
536,19-06-21,0.2,0.0,0.0,0.0,26.1,58.3,26.9
537,19-06-22,0.0,0.0,0.0,0.0,30.4,30.3,28.3
538,19-06-23,0.0,0.0,0.0,0.0,30.9,31.6,28.9
539,19-06-24,0.0,0.0,0.0,0.0,30.7,34.4,29.1
540,19-06-25,0.0,0.0,0.0,0.0,32.7,29.0,30.3
541,19-06-26,0.0,0.0,0.0,0.0,29.1,44.0,28.6
542,19-06-27,1.4,0.0,0.0,0.0,31.1,47.9,30.9
543,19-06-28,0.0,0.0,0.0,0.0,28.8,54.8,29.3
544,19-06-29,1.5,0.0,0.0,0.0,27.7,48.6,27.7
545,19-06-30,0.0,0.0,0.0,0.0,28.5,51.1,28.7
546,19-07-01,0.0,0.0,0.0,0.0,28.8,41.6,28.1
547,19-07-02,0.0,0.0,0.0,0.0,29.5,43.0,28.9
548,19-07-03,0.0,0.0,0.0,0.0,27.4,52.0,27.7
549,19-07-04,0.0,0.0,0.0,0.0,32.8,31.2,30.7
550,19-07-05,0.0,0.0,0.0,0.0,34.9,31.9,32.7
551,19-07-06,0.0,0.0,0.0,0.0,35.9,25.9,32.8
552,19-07-07,0.0,0.0,0.0,0.0,32.4,28.8,30.0
553,19-07-08,0.0,0.0,0.0,0.0,31.0,32.8,29.2
554,19-07-09,0.0,0.0,0.0,0.0,29.8,35.7,28.4
555,19-07-10,8.5,0.0,0.0,0.0,27.3,42.8,26.8
556,19-07-11,2.9,0.0,0.0,0.0,25.8,62.5,27.0
557,19-07-12,0.0,0.0,0.0,0.0,28.5,50.9,28.7
558,19-07-13,0.0,0.0,0.0,0.0,29.2,50.9,29.4
559,19-07-14,0.0,0.0,0.0,0.0,31.5,41.3,30.6
560,19-07-15,7.7,0.0,0.0,0.0,27.2,62.6,28.4
561,19-07-16,6.3,0.0,0.0,0.0,28.5,61.3,29.6
562,19-07-17,0.7,0.0,0.0,0.0,29.1,56.9,29.8
563,19-07-18,0.0,0.0,0.0,0.0,31.6,46.8,31.3
564,19-07-19,0.0,0.0,0.0,0.0,34.9,39.4,33.7
565,19-07-20,1.1,0.0,0.0,0.0,31.8,52.4,32.0
566,19-07-21,6.2,0.0,0.0,0.0,27.0,79.7,29.5
567,19-07-22,0.1,0.0,0.0,0.0,31.0,56.0,31.6
568,19-07-23,0.0,0.0,0.0,0.0,32.9,52.2,33.1
569,19-07-24,1.0,0.0,0.0,0.0,27.0,82.5,29.7
570,19-07-25,9.7,0.0,0.0,0.0,26.9,94.3,30.5
571,19-07-26,60.0,0.0,0.0,0.0,25.9,92.8,29.3
572,19-07-27,0.6,0.0,0.0,0.0,33.2,53.9,33.6
573,19-07-28,25.6,0.0,0.0,0.0,28.2,77.7,30.6
574,19-07-29,0.5,0.0,0.0,0.0,29.7,70.0,31.5
575,19-07-30,1.2,0.0,0.0,0.0,30.7,67.6,32.3
576,19-07-31,62.3,0.0,0.0,0.0,26.6,92.8,30.1
577,19-08-01,26.9,0.0,0.0,0.0,30.0,72.3,32.0
578,19-08-02,0.0,0.0,0.0,0.0,33.0,57.4,33.7
579,19-08-03,3.0,0.0,0.0,0.0,35.2,53.0,35.5
580,19-08-04,8.6,0.0,0.0,0.0,34.3,52.7,34.5
581,19-08-05,0.0,0.0,0.0,0.0,35.8,48.3,35.5
582,19-08-06,0.0,0.0,0.0,0.0,36.4,39.9,35.2
583,19-08-07,8.0,0.0,0.0,0.0,30.3,65.5,31.7
584,19-08-08,0.0,0.0,0.0,0.0,32.6,58.1,33.4
585,19-08-09,0.0,0.0,0.0,0.0,34.4,54.6,34.9
586,19-08-10,0.0,0.0,0.0,0.0,36.5,43.8,35.8
587,19-08-11,6.7,0.0,0.0,0.0,35.6,37.6,34.1
588,19-08-12,56.2,0.0,0.0,0.0,28.5,89.5,31.8
589,19-08-13,6.4,0.0,0.0,0.0,35.3,47.5,35.0
590,19-08-14,0.0,0.0,0.0,0.0,35.7,45.5,35.2
591,19-08-15,16.2,0.0,0.0,0.0,28.6,62.1,29.7
592,19-08-16,0.1,0.0,0.0,0.0,29.5,64.0,30.8
593,19-08-17,0.0,0.0,0.0,0.0,28.4,63.9,29.7
594,19-08-18,0.0,0.0,0.0,0.0,30.6,45.5,30.2
595,19-08-19,0.0,0.0,0.0,0.0,30.8,46.7,30.5
596,19-08-20,0.0,0.0,0.0,0.0,32.6,48.3,32.4
597,19-08-21,1.3,0.0,0.0,0.0,30.3,57.2,31.0
598,19-08-22,0.0,0.0,0.0,0.0,31.3,45.3,30.8
599,19-08-23,0.0,0.0,0.0,0.0,30.3,36.1,28.9
600,19-08-24,0.0,0.0,0.0,0.0,27.2,59.0,28.1
601,19-08-25,0.0,0.0,0.0,0.0,29.9,48.8,29.8
602,19-08-26,0.0,0.0,0.0,0.0,32.1,38.9,30.9
603,19-08-27,20.0,0.0,0.0,0.0,29.3,51.7,29.5
604,19-08-28,0.0,0.0,0.0,0.0,29.7,49.0,29.7
605,19-08-29,36.9,0.0,0.0,0.0,26.2,64.4,27.5
606,19-08-30,0.2,0.0,0.0,0.0,27.0,47.4,26.9
607,19-08-31,0.0,0.0,0.0,0.0,28.9,41.6,28.2
608,19-09-01,0.0,0.0,0.0,0.0,27.5,51.1,27.7
609,19-09-02,0.0,0.0,0.0,0.0,29.6,40.5,28.7
610,19-09-03,0.0,0.0,0.0,0.0,27.8,58.2,28.6
611,19-09-04,22.7,0.0,0.0,0.0,25.5,82.5,28.2
612,19-09-05,36.4,0.0,0.0,0.0,27.5,70.0,29.3
613,19-09-06,2.4,0.0,0.0,0.0,29.1,66.8,30.6
614,19-09-07,2.8,0.0,0.0,0.0,29.5,59.0,30.4
615,19-09-08,0.0,0.0,0.0,0.0,27.2,68.0,28.8
616,19-09-09,0.0,0.0,0.0,0.0,28.0,64.2,29.3
617,19-09-10,63.2,0.0,0.0,0.0,26.5,79.6,29.0
618,19-09-11,7.6,0.0,0.0,0.0,28.6,56.8,29.3
619,19-09-12,3.9,0.0,0.0,0.0,22.9,63.7,24.1
620,19-09-13,0.1,0.0,0.0,0.0,29.0,40.8,28.2
621,19-09-14,0.3,0.0,0.0,0.0,23.0,93.4,26.4
622,19-09-15,0.0,0.0,0.0,0.0,29.9,47.3,29.7
623,19-09-16,0.0,0.0,0.0,0.0,30.4,36.5,29.0
624,19-09-17,0.0,0.0,0.0,0.0,28.8,33.3,27.2
625,19-09-18,0.0,0.0,0.0,0.0,24.7,45.4,24.5
626,19-09-19,0.0,0.0,0.0,0.0,25.9,41.7,25.3
627,19-09-20,0.0,0.0,0.0,0.0,24.2,41.8,23.7
628,19-09-21,0.0,0.0,0.0,0.0,22.0,55.3,22.7
629,19-09-22,0.4,0.0,0.0,0.0,18.9,72.5,20.8
630,19-09-23,0.0,0.0,0.0,0.0,24.2,42.7,23.8
631,19-09-24,0.0,0.0,0.0,0.0,26.5,39.7,25.7
632,19-09-25,0.0,0.0,0.0,0.0,27.4,41.0,26.6
633,19-09-26,0.0,0.0,0.0,0.0,28.4,43.1,27.8
634,19-09-27,0.0,0.0,0.0,0.0,26.9,47.0,26.7
635,19-09-28,0.0,0.0,0.0,0.0,28.8,47.1,28.6
636,19-09-29,0.0,0.0,0.0,0.0,28.5,34.3,27.0
637,19-09-30,0.0,0.0,0.0,0.0,29.7,32.4,27.9
638,19-10-01,0.0,0.0,0.0,0.0,28.2,54.1,28.6
639,19-10-02,23.1,0.0,0.0,0.0,24.2,67.8,25.8
640,19-10-03,4.6,0.0,0.0,0.0,27.1,54.8,27.6
641,19-10-04,0.0,0.0,0.0,0.0,27.7,56.9,28.4
642,19-10-05,0.6,0.0,0.0,0.0,21.1,80.2,23.5
643,19-10-06,0.0,0.0,0.0,0.0,22.6,46.2,22.5
644,19-10-07,25.4,0.0,0.0,0.0,17.7,63.8,19.0
645,19-10-08,0.0,0.0,0.0,0.0,17.7,64.9,19.1
646,19-10-09,0.0,7.7,7.9,6.3,20.3,31.1,19.1
647,19-10-10,0.0,0.0,0.0,0.0,19.8,46.8,19.9
648,19-10-11,0.0,0.0,0.0,0.0,25.6,38.4,24.7
649,19-10-12,0.0,0.0,0.0,0.0,23.0,37.5,22.2
650,19-10-13,0.0,0.0,0.0,0.0,23.6,36.3,22.6
651,19-10-14,0.0,9.5,6.5,8.8,19.5,42.6,19.3
652,19-10-15,0.0,9.7,11.2,8.1,20.3,43.4,20.1
653,19-10-16,0.0,9.1,8.3,7.9,20.7,36.0,19.9
654,19-10-17,0.0,0.0,0.0,0.0,21.3,35.3,20.4
655,19-10-18,0.0,0.0,0.0,0.0,22.7,47.0,22.7
656,19-10-19,0.0,0.0,0.0,0.0,23.0,41.0,22.4
657,19-10-20,0.0,0.0,0.0,0.0,22.9,42.6,22.5
658,19-10-21,0.0,0.0,0.0,0.0,24.6,30.5,23.0
659,19-10-22,0.0,0.0,0.0,0.0,24.4,38.7,23.6
660,19-10-23,0.0,0.0,0.0,0.0,20.7,46.8,20.8
661,19-10-24,0.0,0.0,0.0,0.0,23.8,33.8,22.6
662,19-10-25,0.0,0.0,0.0,0.0,21.8,41.8,21.4
663,19-10-26,0.0,6.7,15.5,3.8,13.0,74.7,15.0
664,19-10-27,0.0,4.9,8.3,2.9,17.3,41.1,17.1
665,19-10-28,1.7,7.5,10.1,5.6,17.7,42.7,17.6
666,19-10-29,0.1,8.4,10.1,6.7,17.1,43.9,17.1
667,19-10-30,0.0,5.1,7.2,3.5,17.6,42.7,17.5
668,19-10-31,0.0,8.4,7.6,7.2,19.6,58.2,20.5
669,19-11-01,0.0,0.0,0.0,0.0,20.4,29.6,19.1
670,19-11-02,0.0,8.4,9.4,6.8,18.6,49.1,18.9
671,19-11-03,0.0,9.7,6.1,9.1,22.1,37.0,21.3
672,19-11-04,0.0,9.2,10.8,7.5,20.3,35.1,19.4
673,19-11-05,0.0,8.5,7.2,7.4,18.4,40.8,18.1
674,19-11-06,0.0,6.5,6.5,5.3,16.1,42.7,16.1
675,19-11-07,0.0,5.0,11.9,2.3,13.1,33.4,12.7
676,19-11-08,0.0,1.8,9.7,-1.1,12.8,19.3,11.5
677,19-11-09,0.0,3.5,7.9,1.4,17.2,22.1,15.5
678,19-11-10,11.8,6.7,13.7,4.0,15.3,33.1,14.7
679,19-11-11,1.1,9.5,18.7,6.9,15.1,50.6,15.7
680,19-11-12,0.0,5.0,7.6,3.2,14.4,41.1,14.4
681,19-11-13,7.5,3.2,19.8,-1.2,11.3,94.7,14.4
682,19-11-14,0.0,-2.1,20.2,-7.9,4.9,25.9,5.0
683,19-11-15,18.8,2.2,13.0,-1.3,7.6,95.5,10.7
684,19-11-16,0.0,3.8,12.6,0.7,12.7,50.1,13.3
685,19-11-17,21.1,6.4,19.1,2.9,10.5,97.1,13.7
686,19-11-18,14.7,0.9,18.0,-3.8,12.7,97.0,16.0
687,19-11-19,0.0,-2.3,16.2,-7.5,4.0,40.7,4.7
688,19-11-20,0.0,-4.3,10.1,-8.5,6.3,22.2,6.1
689,19-11-21,0.0,-2.0,9.7,-5.6,9.0,29.7,8.8
690,19-11-22,0.0,3.1,10.8,0.2,17.3,18.8,15.3
691,19-11-23,0.0,8.0,12.6,5.8,17.7,39.9,17.4
692,19-11-24,3.8,4.8,28.4,-0.1,14.1,84.7,16.7
693,19-11-25,0.0,-0.9,24.5,-7.0,6.0,50.3,7.0
694,19-11-26,0.0,1.8,11.5,-1.5,13.7,45.7,14.0
695,19-11-27,0.0,1.0,14.8,-3.1,5.4,70.1,7.2
696,19-11-28,0.0,-0.6,7.9,-3.4,10.4,38.2,10.5
697,19-11-29,0.0,-2.8,10.1,-6.7,6.8,26.0,6.7
698,19-11-30,0.0,-0.7,14.4,-5.2,9.2,28.4,8.9
699,19-12-01,3.3,3.5,19.8,-0.8,6.2,83.5,8.7
700,19-12-02,0.0,-0.9,25.2,-7.1,2.3,79.8,4.6
701,19-12-03,0.6,-4.8,9.4,-8.9,3.3,83.7,5.8
702,19-12-04,0.0,-1.8,7.2,-4.6,7.2,30.1,7.2
703,19-12-05,0.0,-8.5,20.5,-16.1,-0.3,52.6,1.1
704,19-12-06,0.0,-8.7,18.0,-15.8,-1.0,24.8,-0.1
705,19-12-07,0.1,-5.1,12.2,-10.0,1.2,66.5,3.0
706,19-12-08,0.0,-5.5,7.9,-9.2,4.9,33.4,5.3
707,19-12-09,0.0,-1.1,15.5,-5.9,8.0,63.9,9.5
708,19-12-10,1.7,6.6,7.6,5.1,10.7,66.3,12.3
709,19-12-11,0.2,0.5,20.9,-4.7,9.8,85.7,12.4
710,19-12-12,0.0,-3.0,17.3,-8.6,3.4,25.5,3.7
711,19-12-13,1.0,-3.7,9.7,-7.6,5.8,60.3,7.2
712,19-12-14,0.0,0.3,17.6,-4.5,4.9,86.1,7.5
713,19-12-15,0.0,0.7,16.9,-3.9,10.9,38.6,11.0
714,19-12-16,0.0,2.4,13.0,-1.1,12.9,44.5,13.2
715,19-12-17,9.8,3.8,19.8,-0.4,9.9,96.7,13.1
716,19-12-18,0.0,-1.6,16.9,-6.7,5.2,50.3,6.2
717,19-12-19,0.0,-3.3,18.7,-9.2,3.1,32.4,3.6
718,19-12-20,0.0,-2.7,13.3,-7.4,1.9,23.7,2.4
719,19-12-21,0.6,-4.8,11.2,-9.4,0.9,91.3,3.7
720,19-12-22,0.3,0.5,12.6,-3.3,8.4,49.2,9.2
721,19-12-23,2.9,2.3,13.3,-1.3,5.2,74.8,7.3
722,19-12-24,0.0,-2.2,14.0,-6.9,6.4,48.2,7.2
723,19-12-25,0.0,-2.6,6.8,-5.3,6.5,37.8,6.9
724,19-12-26,0.3,-2.2,17.6,-7.6,3.4,77.2,5.6
725,19-12-27,0.0,-4.0,15.8,-9.5,2.6,23.7,3.0
726,19-12-28,0.0,-3.2,15.5,-8.5,6.1,34.8,6.4
727,19-12-29,1.4,1.5,18.7,-3.2,6.2,37.1,6.6
728,19-12-30,0.4,-5.5,35.6,-14.3,6.8,71.7,8.7
729,19-12-31,0.0,-10.7,28.4,-20.2,-4.5,26.9,-3.1
730,20-01-01,0.1,-6.0,9.0,-10.2,0.3,62.9,2.0
731,20-01-02,0.0,-0.6,11.9,-4.5,3.8,58.2,5.2
732,20-01-03,0.0,-3.1,9.0,-6.7,4.5,29.6,4.8
733,20-01-04,0.0,-2.7,7.6,-5.8,5.9,39.1,6.4
734,20-01-05,0.0,-3.2,6.8,-6.0,6.6,29.6,6.7
735,20-01-06,1.8,1.2,15.1,-3.0,4.2,94.5,7.2
736,20-01-07,46.3,4.2,22.0,-0.2,7.7,96.0,10.8
737,20-01-08,11.6,-0.3,21.6,-5.9,8.9,96.7,12.1
738,20-01-09,0.0,-2.8,13.7,-7.6,2.0,48.9,3.2
739,20-01-10,0.0,-4.3,11.9,-9.0,4.2,42.1,4.9
740,20-01-11,0.0,-2.6,7.6,-5.7,3.8,41.9,4.6
741,20-01-12,0.0,-3.0,11.5,-7.3,2.8,42.4,3.7
742,20-01-13,0.0,-3.8,19.8,-10.0,0.2,33.0,1.1
743,20-01-14,0.0,-5.5,13.3,-10.8,2.6,28.8,3.1
744,20-01-15,0.0,-6.3,10.8,-11.1,2.2,27.5,2.7
745,20-01-16,0.0,-5.0,10.1,-9.3,3.2,24.0,3.5
746,20-01-17,0.0,-4.8,8.3,-8.5,4.9,28.4,5.1
747,20-01-18,0.0,-4.1,6.5,-7.0,5.8,25.4,5.8
748,20-01-19,0.6,0.2,8.3,-2.6,4.7,64.1,6.3
749,20-01-20,0.0,-3.3,9.7,-7.2,4.8,51.9,5.9
750,20-01-21,0.0,-5.3,11.2,-10.0,5.5,21.9,5.4
751,20-01-22,0.0,0.7,14.0,-3.4,7.7,26.8,7.5
752,20-01-23,0.0,0.4,6.5,-1.8,9.8,32.8,9.7
753,20-01-24,0.0,-0.7,10.1,-4.2,7.3,46.2,8.0
754,20-01-25,0.0,0.8,6.8,-1.4,8.8,51.5,9.7
755,20-01-26,0.0,-0.2,9.0,-3.3,11.9,32.4,11.6
756,20-01-27,0.1,5.3,31.3,0.3,7.5,36.8,7.8
757,20-01-28,0.0,5.0,16.9,1.5,9.8,38.1,10.0
758,20-01-29,0.0,3.4,14.8,-0.2,9.6,39.3,9.8
759,20-01-30,0.0,1.6,9.4,-1.3,10.4,31.6,10.1
