,측정일시,광진구오존,광진구미세먼지,동대문구오존,동대문구미세먼지,성동구오존,성동구미세먼지,중랑구오존,중랑구미세먼지
0,20180101,0.012,42.0,0.013,46.0,0.009,48.0,0.01,48.0
1,20180102,0.011,43.0,0.012,43.0,0.009,42.0,0.009,45.0
2,20180103,0.017,34.0,0.017,37.0,0.014,37.0,0.015,39.0
3,20180104,0.014,44.0,0.01,48.0,0.008,46.0,0.011,52.0
4,20180105,0.008,64.0,0.009,65.0,0.006,59.0,0.006,67.0
5,20180106,0.009,54.0,0.016,50.0,0.011,46.0,0.009,53.0
6,20180107,0.005,56.0,0.005,58.0,0.004,56.0,0.005,55.0
7,20180108,0.008,63.0,0.007,59.0,0.006,57.0,0.006,56.0
8,20180109,0.023,40.0,0.021,45.0,0.017,43.0,0.02,45.0
9,20180110,0.022,32.0,0.023,37.0,0.017,36.0,0.02,41.0
10,20180111,0.02,33.0,0.02,37.0,0.015,34.0,0.018,37.0
11,20180112,0.016,24.0,0.019,26.0,0.013,25.0,0.012,29.0
12,20180113,0.004,55.0,0.003,61.0,0.003,52.0,0.003,54.0
13,20180114,0.011,74.0,0.007,76.0,0.007,66.0,0.011,72.0
14,20180115,0.01,73.0,0.009,79.0,0.006,72.0,0.009,73.0
15,20180116,0.007,109.0,0.004,124.0,0.003,109.0,0.005,116.0
16,20180117,0.006,119.0,0.008,125.0,0.004,114.0,0.007,116.0
17,20180118,0.016,86.0,0.015,96.0,0.01,89.0,0.013,97.0
18,20180119,0.017,61.0,0.016,65.0,0.011,64.0,0.016,66.0
19,20180120,0.014,101.0,0.012,110.0,0.01,105.0,0.012,109.0
20,20180121,0.015,64.0,0.013,65.0,0.009,63.0,0.017,66.0
21,20180122,0.008,48.0,0.007,53.0,0.005,53.0,0.008,54.0
22,20180123,0.029,25.0,0.03,28.0,0.021,24.0,0.025,29.0
23,20180124,0.027,29.0,0.026,29.0,0.023,32.0,0.023,33.0
24,20180125,0.026,24.0,0.023,21.0,0.021,26.0,0.021,22.0
25,20180126,0.024,33.0,0.021,30.0,0.02,33.0,0.018,30.0
26,20180127,0.01,47.0,0.008,45.0,0.007,49.0,0.01,45.0
27,20180128,0.021,34.0,0.02,27.0,0.02,32.0,0.017,30.0
28,20180129,0.025,46.0,0.02,43.0,0.02,51.0,0.022,41.0
29,20180130,0.01,44.0,0.007,39.0,0.007,44.0,0.008,39.0
30,20180131,0.008,43.0,0.01,36.0,0.007,44.0,0.008,35.0
31,20180201,0.011,41.0,0.01,36.0,0.008,43.0,0.009,34.0
32,20180202,0.007,56.0,0.007,53.0,0.004,59.0,0.008,51.0
33,20180203,0.025,40.0,0.019,34.0,0.019,40.0,0.021,34.0
34,20180204,0.029,32.0,0.021,30.0,0.023,34.0,0.024,29.0
35,20180205,0.027,28.0,0.02,23.0,0.018,32.0,0.021,23.0
36,20180206,0.026,32.0,0.019,28.0,0.021,34.0,0.022,28.0
37,20180207,0.011,43.0,0.01,39.0,0.01,43.0,0.01,39.0
38,20180208,0.006,54.0,0.005,50.0,0.004,56.0,0.006,49.0
39,20180209,0.004,67.0,0.005,69.0,0.004,69.0,0.005,63.0
40,20180210,0.032,77.0,0.017,72.0,0.015,82.0,0.017,65.0
41,20180211,0.029,52.0,0.02,50.0,0.024,59.0,0.025,48.0
42,20180212,0.025,50.0,0.018,46.0,0.019,56.0,0.022,45.0
43,20180213,0.018,49.0,0.012,47.0,0.014,55.0,0.015,47.0
44,20180214,0.02,64.0,0.014,58.0,0.018,72.0,0.023,61.0
45,20180215,0.026,38.0,0.02,35.0,0.022,42.0,0.024,33.0
46,20180216,0.019,44.0,0.016,41.0,0.016,49.0,0.02,41.0
47,20180217,0.028,48.0,0.02,46.0,0.023,58.0,0.025,44.0
48,20180218,0.018,35.0,0.014,32.0,0.015,39.0,0.018,33.0
49,20180219,0.009,60.0,0.007,57.0,0.006,68.0,0.005,59.0
50,20180220,0.02,63.0,0.015,56.0,0.015,66.0,0.03,56.0
51,20180221,0.026,34.0,0.018,33.0,0.021,41.0,0.024,32.0
52,20180222,0.02,44.0,0.013,42.0,0.017,49.0,0.02,41.0
53,20180223,0.02,86.0,0.012,87.0,0.016,95.0,0.017,83.0
54,20180224,0.022,80.0,0.016,73.0,0.017,85.0,0.021,72.0
55,20180225,0.016,43.0,0.014,39.0,0.013,46.0,0.019,38.0
56,20180226,0.01,64.0,0.007,61.0,0.007,66.0,0.009,60.0
57,20180227,0.005,100.0,0.003,98.0,0.002,101.0,0.003,96.0
58,20180228,0.02,64.0,0.006,74.0,0.011,73.0,0.012,63.0
59,20180301,0.034,40.0,0.023,38.0,0.028,44.0,0.031,35.0
60,20180302,0.019,63.0,0.014,63.0,0.015,74.0,0.016,60.0
61,20180303,0.014,57.0,0.01,54.0,0.01,65.0,0.013,53.0
62,20180304,0.013,35.0,0.007,30.0,0.007,30.0,0.01,25.0
63,20180305,0.031,8.0,0.02,7.0,0.028,11.0,0.031,7.0
64,20180306,0.017,30.0,0.014,26.0,0.015,33.0,0.018,25.0
65,20180307,0.026,25.0,0.015,24.0,0.02,31.0,0.026,23.0
66,20180308,0.025,30.0,0.013,32.0,0.021,38.0,0.022,28.0
67,20180309,0.019,45.0,0.011,42.0,0.011,57.0,0.014,44.0
68,20180310,0.02,50.0,0.017,46.0,0.016,49.0,0.017,44.0
69,20180311,0.03,57.0,0.024,56.0,0.024,58.0,0.027,54.0
70,20180312,0.018,95.0,0.014,91.0,0.014,105.0,0.017,87.0
71,20180313,0.019,77.0,0.017,66.0,0.018,79.0,0.019,64.0
72,20180314,0.022,24.0,0.021,19.0,0.018,28.0,0.024,19.0
73,20180315,0.012,23.0,0.013,15.0,0.008,25.0,0.012,16.0
74,20180316,0.034,13.0,0.03,10.0,0.029,17.0,0.032,10.0
75,20180317,0.022,31.0,0.021,28.0,0.016,34.0,0.023,26.0
76,20180318,0.013,62.0,0.014,57.0,0.01,56.0,,56.0
77,20180319,0.031,29.0,0.019,30.0,0.024,23.0,0.038,28.0
78,20180320,0.039,19.0,0.029,15.0,0.033,26.0,0.038,16.0
79,20180321,0.04,14.0,0.01,11.0,0.027,17.0,0.019,11.0
80,20180322,,,0.02,39.0,0.02,44.0,0.02,39.0
81,20180323,,,0.024,66.0,0.025,65.0,0.026,66.0
82,20180324,,,0.024,113.0,0.025,115.0,0.026,116.0
83,20180325,,,0.025,123.0,0.033,119.0,0.031,118.0
84,20180326,,,0.018,109.0,0.02,108.0,0.02,102.0
85,20180327,0.064,96.0,0.021,89.0,0.02,99.0,0.025,86.0
86,20180328,,62.0,0.023,51.0,0.022,60.0,0.031,51.0
87,20180329,,61.0,0.022,53.0,0.019,68.0,0.025,52.0
88,20180330,,64.0,0.021,57.0,0.021,69.0,0.026,58.0
89,20180331,,60.0,0.026,52.0,0.024,63.0,0.026,53.0
90,20180401,,70.0,0.021,61.0,0.02,78.0,0.024,62.0
91,20180402,,70.0,0.024,64.0,0.018,82.0,0.028,61.0
92,20180403,,70.0,0.018,61.0,0.014,81.0,0.02,60.0
93,20180404,,14.0,0.025,8.0,0.023,15.0,0.026,9.0
94,20180405,,7.0,0.016,3.0,0.018,9.0,0.022,3.0
95,20180406,0.036,115.0,0.021,109.0,0.023,142.0,0.025,110.0
96,20180407,0.037,51.0,0.028,43.0,0.031,56.0,0.033,42.0
97,20180408,0.034,26.0,0.021,22.0,0.026,30.0,0.028,21.0
98,20180409,0.017,37.0,0.011,37.0,0.011,37.0,0.016,38.0
99,20180410,0.029,44.0,0.018,40.0,0.022,50.0,0.026,38.0
100,20180411,0.032,65.0,0.025,53.0,0.025,70.0,0.031,54.0
101,20180412,0.027,44.0,0.024,39.0,0.023,53.0,0.026,37.0
102,20180413,0.023,37.0,0.022,30.0,0.02,41.0,0.027,28.0
103,20180414,0.033,21.0,0.022,16.0,0.027,25.0,0.03,16.0
104,20180415,0.033,77.0,0.022,65.0,0.025,86.0,0.029,66.0
105,20180416,0.026,40.0,0.02,33.0,0.02,46.0,0.027,31.0
106,20180417,0.029,62.0,0.021,53.0,0.02,68.0,0.03,54.0
107,20180418,0.029,79.0,0.028,64.0,0.022,80.0,0.029,69.0
108,20180419,0.037,87.0,0.026,76.0,0.028,89.0,0.032,79.0
109,20180420,0.039,108.0,0.026,96.0,0.026,113.0,0.038,93.0
110,20180421,0.025,82.0,0.024,67.0,0.018,92.0,0.027,64.0
111,20180422,0.029,40.0,0.018,33.0,0.025,43.0,0.03,31.0
112,20180423,0.041,8.0,0.024,6.0,0.036,9.0,0.04,5.0
113,20180424,0.037,8.0,0.022,6.0,0.031,5.0,0.036,6.0
114,20180425,0.024,37.0,0.021,31.0,,,0.03,29.0
115,20180426,0.026,49.0,0.023,39.0,0.041,48.0,0.025,35.0
116,20180427,0.036,58.0,0.026,50.0,0.028,60.0,0.033,48.0
117,20180428,0.033,66.0,0.027,57.0,0.031,64.0,0.03,58.0
118,20180429,0.044,57.0,0.034,49.0,0.052,67.0,0.042,49.0
119,20180430,0.037,88.0,0.031,74.0,0.034,86.0,0.043,74.0
120,20180501,0.036,67.0,0.03,54.0,0.027,62.0,0.035,54.0
121,20180502,0.025,45.0,0.019,40.0,0.018,44.0,0.021,38.0
122,20180503,0.034,28.0,0.032,23.0,0.026,33.0,0.033,21.0
123,20180504,0.04,42.0,0.036,38.0,0.036,49.0,0.037,36.0
124,20180505,0.047,41.0,0.039,33.0,0.044,48.0,0.051,33.0
125,20180506,0.035,14.0,0.028,11.0,0.034,17.0,0.037,10.0
126,20180507,0.023,36.0,0.019,31.0,0.017,46.0,0.024,28.0
127,20180508,0.039,17.0,0.031,12.0,0.037,24.0,0.039,11.0
128,20180509,0.034,23.0,0.028,17.0,0.031,27.0,0.034,15.0
129,20180510,0.029,47.0,0.025,35.0,0.027,46.0,0.032,34.0
130,20180511,0.037,63.0,0.031,52.0,0.034,60.0,0.039,52.0
131,20180512,0.011,30.0,0.013,29.0,0.01,30.0,0.016,23.0
132,20180513,0.024,23.0,0.022,18.0,0.02,24.0,0.023,18.0
133,20180514,0.026,75.0,0.022,63.0,0.023,65.0,0.03,63.0
134,20180515,0.028,80.0,0.024,71.0,0.02,71.0,0.035,69.0
135,20180516,0.004,33.0,0.007,34.0,0.005,33.0,0.007,33.0
136,20180517,0.007,12.0,0.008,11.0,0.005,16.0,0.007,10.0
137,20180518,0.014,7.0,0.012,9.0,0.011,10.0,0.012,6.0
138,20180519,0.03,10.0,0.03,7.0,0.03,13.0,0.033,6.0
139,20180520,0.031,10.0,0.034,7.0,0.033,13.0,0.034,6.0
140,20180521,0.031,17.0,0.033,15.0,0.027,23.0,0.036,11.0
141,20180522,0.021,32.0,0.023,31.0,0.013,36.0,0.024,31.0
142,20180523,0.034,50.0,0.031,40.0,0.03,54.0,0.037,34.0
143,20180524,0.036,101.0,0.029,89.0,0.033,104.0,0.042,83.0
144,20180525,0.033,100.0,0.037,85.0,0.028,99.0,0.051,83.0
145,20180526,0.048,86.0,0.036,74.0,0.039,88.0,0.064,68.0
146,20180527,0.039,73.0,0.033,59.0,0.032,78.0,0.05,58.0
147,20180528,0.039,56.0,0.027,42.0,0.03,57.0,0.049,41.0
148,20180529,0.032,46.0,0.022,34.0,0.023,47.0,0.035,35.0
149,20180530,0.028,50.0,0.021,37.0,0.021,41.0,0.031,36.0
150,20180531,0.03,52.0,0.022,37.0,0.026,44.0,0.032,36.0
151,20180601,0.027,48.0,0.022,35.0,0.02,57.0,0.034,34.0
152,20180602,0.027,42.0,0.023,35.0,0.025,50.0,0.035,33.0
153,20180603,0.031,30.0,0.026,27.0,0.029,40.0,0.039,26.0
154,20180604,0.023,45.0,0.017,35.0,0.019,53.0,0.03,34.0
155,20180605,0.038,46.0,0.024,35.0,0.036,55.0,0.039,37.0
156,20180606,0.029,48.0,0.024,38.0,0.025,73.0,0.036,37.0
157,20180607,0.021,54.0,0.019,37.0,0.018,51.0,0.025,38.0
158,20180608,0.027,37.0,0.024,27.0,0.024,45.0,0.032,26.0
159,20180609,0.031,40.0,0.025,30.0,0.031,40.0,0.035,28.0
160,20180610,0.029,9.0,0.022,4.0,0.031,11.0,0.032,4.0
161,20180611,0.022,9.0,0.016,7.0,0.018,16.0,0.023,7.0
162,20180612,0.022,16.0,0.016,11.0,0.017,18.0,0.02,18.0
163,20180613,0.027,33.0,0.021,22.0,0.022,37.0,0.032,23.0
164,20180614,0.023,32.0,0.019,23.0,0.02,31.0,0.028,23.0
165,20180615,0.025,14.0,0.02,8.0,0.024,20.0,0.029,8.0
166,20180616,0.032,21.0,0.024,15.0,0.03,33.0,0.039,14.0
167,20180617,0.03,58.0,0.024,41.0,0.029,53.0,0.039,40.0
168,20180618,0.035,48.0,0.025,36.0,0.029,48.0,0.044,33.0
169,20180619,0.024,45.0,0.019,33.0,0.021,52.0,0.026,32.0
170,20180620,0.034,49.0,0.023,34.0,0.029,53.0,0.033,33.0
171,20180621,0.035,44.0,0.026,30.0,0.029,53.0,0.039,29.0
172,20180622,0.034,49.0,0.03,33.0,0.027,52.0,0.044,32.0
173,20180623,0.033,45.0,0.026,32.0,0.033,43.0,0.038,32.0
174,20180624,0.055,62.0,0.032,53.0,0.047,76.0,0.049,51.0
175,20180625,0.05,69.0,0.055,51.0,0.039,66.0,0.05,49.0
176,20180626,0.03,51.0,0.031,45.0,0.022,49.0,0.03,46.0
177,20180627,0.037,28.0,0.041,22.0,0.025,28.0,0.032,22.0
178,20180628,0.022,21.0,0.024,17.0,0.015,23.0,0.022,17.0
179,20180629,0.036,41.0,0.039,32.0,0.023,37.0,0.037,30.0
180,20180630,0.023,45.0,0.023,50.0,0.015,44.0,0.025,44.0
181,20180701,0.015,11.0,0.014,9.0,0.011,13.0,0.019,9.0
182,20180702,0.018,8.0,0.019,6.0,0.015,12.0,0.024,5.0
183,20180703,0.011,12.0,0.013,9.0,0.01,15.0,0.012,9.0
184,20180704,0.019,25.0,0.022,18.0,0.014,25.0,0.015,18.0
185,20180705,0.016,18.0,0.02,14.0,0.014,17.0,0.016,13.0
186,20180706,0.018,5.0,0.021,4.0,0.017,9.0,0.02,3.0
187,20180707,0.024,7.0,0.031,6.0,0.024,10.0,0.026,4.0
188,20180708,0.027,11.0,0.037,9.0,0.029,13.0,0.027,6.0
189,20180709,0.008,8.0,0.01,6.0,0.009,11.0,0.011,4.0
190,20180710,0.005,22.0,0.005,19.0,0.005,21.0,0.007,16.0
191,20180711,0.006,29.0,0.008,32.0,0.008,25.0,0.007,26.0
192,20180712,0.008,28.0,0.006,25.0,0.008,25.0,0.006,24.0
193,20180713,0.013,21.0,0.013,19.0,0.01,21.0,0.012,17.0
194,20180714,0.016,18.0,0.017,16.0,0.011,19.0,0.014,15.0
195,20180715,0.024,21.0,0.028,19.0,0.019,22.0,0.024,20.0
196,20180716,0.021,27.0,0.027,22.0,0.016,26.0,0.024,23.0
197,20180717,0.016,32.0,0.018,25.0,0.013,32.0,0.016,25.0
198,20180718,0.012,33.0,0.025,31.0,0.016,32.0,0.022,31.0
199,20180719,0.022,33.0,0.026,23.0,0.018,30.0,0.026,26.0
200,20180720,0.032,40.0,0.042,33.0,0.02,35.0,0.039,31.0
201,20180721,0.044,46.0,0.049,33.0,0.034,43.0,0.048,32.0
202,20180722,0.044,32.0,0.053,26.0,0.035,34.0,0.042,25.0
203,20180723,0.028,30.0,0.041,28.0,0.024,34.0,0.028,27.0
204,20180724,0.046,43.0,0.068,39.0,0.038,44.0,0.051,39.0
205,20180725,0.025,32.0,0.033,29.0,0.018,27.0,0.025,29.0
206,20180726,0.024,39.0,0.031,38.0,0.021,40.0,0.025,37.0
207,20180727,0.031,47.0,0.039,46.0,0.028,44.0,0.031,46.0
208,20180728,0.017,34.0,0.025,37.0,0.018,34.0,0.02,37.0
209,20180729,0.024,17.0,0.028,16.0,0.02,17.0,0.024,14.0
210,20180730,0.021,8.0,0.028,6.0,0.019,12.0,0.022,6.0
211,20180731,0.033,16.0,0.047,11.0,0.03,20.0,0.036,12.0
212,20180801,0.039,30.0,0.062,29.0,0.039,34.0,0.044,26.0
213,20180802,0.051,40.0,0.059,34.0,0.043,41.0,0.055,36.0
214,20180803,0.052,44.0,0.064,39.0,0.038,47.0,0.056,40.0
215,20180804,0.032,28.0,0.038,22.0,0.024,28.0,0.035,23.0
216,20180805,0.025,24.0,0.029,21.0,0.022,25.0,0.026,25.0
217,20180806,0.021,26.0,0.029,25.0,0.021,29.0,0.024,26.0
218,20180807,0.032,21.0,0.036,15.0,0.023,18.0,0.033,15.0
219,20180808,0.02,29.0,0.026,21.0,0.017,26.0,0.021,25.0
220,20180809,0.017,25.0,0.022,18.0,0.015,24.0,0.02,18.0
221,20180810,0.025,14.0,0.028,11.0,0.023,17.0,0.025,10.0
222,20180811,0.029,9.0,0.037,5.0,0.025,13.0,0.031,5.0
223,20180812,0.031,14.0,0.037,10.0,0.029,17.0,0.031,11.0
224,20180813,0.028,32.0,0.03,26.0,0.023,32.0,0.026,29.0
225,20180814,0.027,31.0,0.029,23.0,0.025,30.0,0.026,24.0
226,20180815,0.034,27.0,0.035,23.0,0.03,31.0,0.033,24.0
227,20180816,0.023,15.0,0.024,11.0,0.02,19.0,0.024,11.0
228,20180817,0.027,12.0,0.03,10.0,0.025,16.0,0.028,8.0
229,20180818,0.033,16.0,0.037,10.0,0.031,22.0,0.032,10.0
230,20180819,0.039,26.0,0.046,17.0,0.036,30.0,0.041,16.0
231,20180820,0.04,35.0,0.048,28.0,0.034,37.0,0.039,26.0
232,20180821,0.029,24.0,0.031,17.0,0.022,23.0,0.028,19.0
233,20180822,0.027,24.0,0.027,18.0,0.026,26.0,0.028,17.0
234,20180823,0.013,12.0,0.012,8.0,0.011,18.0,0.015,8.0
235,20180824,0.015,8.0,0.019,5.0,0.014,9.0,0.016,6.0
236,20180825,0.033,25.0,0.043,18.0,0.03,23.0,0.033,19.0
237,20180826,0.024,20.0,0.033,13.0,0.024,17.0,0.029,12.0
238,20180827,0.017,9.0,0.017,5.0,0.014,10.0,0.018,5.0
239,20180828,0.009,9.0,0.005,7.0,0.005,12.0,0.008,6.0
240,20180829,0.007,13.0,0.006,10.0,0.005,14.0,0.007,10.0
241,20180830,0.024,29.0,0.024,22.0,0.017,26.0,0.019,23.0
242,20180831,0.026,27.0,0.039,19.0,0.019,23.0,0.031,22.0
243,20180901,0.022,18.0,0.026,15.0,0.02,20.0,0.024,13.0
244,20180902,0.03,13.0,0.037,11.0,0.029,14.0,0.031,8.0
245,20180903,0.014,15.0,0.015,10.0,0.013,15.0,0.017,11.0
246,20180904,0.024,21.0,0.028,10.0,0.019,16.0,0.026,15.0
247,20180905,0.034,30.0,0.043,21.0,0.03,27.0,0.039,22.0
248,20180906,0.027,40.0,0.046,28.0,0.027,31.0,0.032,28.0
249,20180907,0.035,26.0,0.046,21.0,0.029,24.0,0.04,24.0
250,20180908,0.02,23.0,0.03,19.0,0.019,26.0,0.029,18.0
251,20180909,0.025,20.0,0.034,17.0,0.025,22.0,0.032,14.0
252,20180910,0.026,11.0,0.031,7.0,0.027,15.0,0.029,7.0
253,20180911,0.022,11.0,0.029,8.0,0.025,15.0,0.027,8.0
254,20180912,0.024,16.0,0.032,11.0,0.025,18.0,0.029,11.0
255,20180913,0.016,18.0,0.021,14.0,0.016,21.0,0.017,15.0
256,20180914,0.014,16.0,0.016,14.0,0.015,21.0,0.017,14.0
257,20180915,0.013,14.0,0.019,8.0,0.012,15.0,0.016,7.0
258,20180916,0.019,38.0,0.03,30.0,0.017,35.0,0.023,28.0
259,20180917,0.028,30.0,0.037,21.0,0.022,26.0,0.03,21.0
260,20180918,0.018,40.0,0.023,29.0,0.014,36.0,0.023,27.0
261,20180919,0.018,43.0,0.024,33.0,0.017,37.0,0.023,31.0
262,20180920,0.022,15.0,0.026,10.0,0.023,17.0,0.026,10.0
263,20180921,0.017,7.0,0.019,4.0,0.016,11.0,0.021,4.0
264,20180922,0.022,35.0,0.03,25.0,0.018,30.0,0.024,24.0
265,20180923,0.026,31.0,0.032,24.0,0.023,30.0,0.029,23.0
266,20180924,0.023,13.0,0.032,10.0,0.022,17.0,0.027,9.0
267,20180925,0.022,13.0,0.026,11.0,0.025,18.0,0.024,10.0
268,20180926,0.025,6.0,0.03,6.0,0.028,10.0,0.028,4.0
269,20180927,0.024,7.0,0.025,5.0,0.023,12.0,0.025,6.0
270,20180928,0.014,12.0,0.018,9.0,0.015,17.0,0.019,8.0
271,20180929,0.017,14.0,0.02,11.0,0.015,19.0,0.02,9.0
272,20180930,0.024,19.0,0.026,16.0,0.021,25.0,0.026,13.0
273,20181001,0.026,17.0,0.032,12.0,0.023,24.0,0.027,17.0
274,20181002,0.018,27.0,0.027,20.0,0.014,28.0,0.023,20.0
275,20181003,0.015,29.0,0.02,22.0,0.015,42.0,0.023,19.0
276,20181004,0.018,16.0,0.022,17.0,0.021,22.0,0.025,15.0
277,20181005,0.021,8.0,0.019,8.0,0.019,14.0,0.022,6.0
278,20181006,0.026,5.0,0.027,4.0,0.022,7.0,0.029,3.0
279,20181007,0.019,27.0,0.027,21.0,0.017,29.0,0.023,19.0
280,20181008,0.013,23.0,0.018,18.0,0.011,25.0,0.018,16.0
281,20181009,0.012,23.0,0.013,21.0,0.007,29.0,0.014,19.0
282,20181010,0.02,18.0,0.026,15.0,0.018,19.0,0.022,13.0
283,20181011,0.016,15.0,0.024,14.0,0.015,19.0,0.017,12.0
284,20181012,0.009,25.0,0.016,21.0,0.008,25.0,0.01,19.0
285,20181013,0.011,32.0,0.014,26.0,0.008,32.0,0.012,24.0
286,20181014,0.021,34.0,0.028,29.0,0.018,31.0,0.025,26.0
287,20181015,0.021,69.0,0.031,48.0,0.019,51.0,0.027,48.0
288,20181016,0.013,61.0,0.02,46.0,0.01,48.0,0.02,46.0
289,20181017,0.011,39.0,0.015,31.0,0.009,34.0,0.015,30.0
290,20181018,0.012,14.0,0.014,11.0,0.011,17.0,0.016,8.0
291,20181019,0.015,17.0,0.019,16.0,0.014,23.0,0.018,14.0
292,20181020,0.009,37.0,0.013,35.0,0.007,42.0,0.012,32.0
293,20181021,0.015,38.0,0.022,32.0,0.012,42.0,0.018,30.0
294,20181022,0.011,53.0,0.017,44.0,0.009,46.0,0.014,44.0
295,20181023,0.01,54.0,0.016,46.0,0.008,42.0,0.013,43.0
296,20181024,0.01,43.0,0.015,37.0,0.007,39.0,0.015,33.0
297,20181025,0.009,39.0,0.012,33.0,0.005,38.0,0.011,29.0
298,20181026,0.007,36.0,0.012,31.0,0.007,33.0,0.012,30.0
299,20181027,0.021,26.0,0.029,22.0,0.017,30.0,0.023,22.0
300,20181028,0.012,13.0,0.018,10.0,0.01,16.0,0.016,9.0
301,20181029,0.012,16.0,0.019,14.0,0.012,18.0,0.015,13.0
302,20181030,0.013,19.0,0.019,17.0,0.011,23.0,0.013,17.0
303,20181031,0.013,22.0,0.02,17.0,0.01,23.0,0.015,18.0
304,20181101,0.006,41.0,0.011,32.0,0.006,38.0,0.008,31.0
305,20181102,0.006,42.0,0.009,38.0,0.006,40.0,0.007,39.0
306,20181103,0.006,58.0,0.012,48.0,0.006,49.0,0.009,46.0
307,20181104,0.011,45.0,0.018,40.0,0.01,42.0,0.017,39.0
308,20181105,0.005,62.0,0.01,54.0,0.005,54.0,0.008,51.0
309,20181106,0.002,104.0,0.005,91.0,0.003,86.0,0.004,90.0
310,20181107,0.007,59.0,0.008,55.0,0.008,50.0,0.013,47.0
311,20181108,0.012,5.0,0.011,7.0,0.011,10.0,0.018,4.0
312,20181109,0.024,43.0,0.03,36.0,0.023,39.0,0.025,34.0
313,20181110,0.016,78.0,0.026,69.0,0.014,63.0,0.022,67.0
314,20181111,0.008,71.0,0.012,62.0,0.01,57.0,0.011,64.0
315,20181112,0.009,27.0,0.015,25.0,0.012,32.0,0.016,23.0
316,20181113,0.007,39.0,0.01,42.0,0.008,42.0,0.012,33.0
317,20181114,0.009,33.0,0.012,30.0,0.009,35.0,0.012,25.0
318,20181115,0.006,45.0,0.007,45.0,0.005,45.0,0.011,37.0
319,20181116,0.011,58.0,0.015,53.0,0.01,54.0,0.014,50.0
320,20181117,0.009,33.0,0.012,29.0,0.009,35.0,0.012,29.0
321,20181118,0.008,39.0,0.011,35.0,0.008,38.0,0.012,31.0
322,20181119,0.009,59.0,0.014,50.0,0.008,57.0,0.011,50.0
323,20181120,0.008,49.0,0.014,42.0,0.008,49.0,0.013,39.0
324,20181121,0.008,33.0,0.012,30.0,0.009,33.0,0.01,30.0
325,20181122,0.018,18.0,0.023,18.0,0.016,25.0,0.021,16.0
326,20181123,0.009,26.0,0.012,23.0,0.01,28.0,0.012,21.0
327,20181124,0.008,20.0,0.007,20.0,0.007,23.0,0.015,16.0
328,20181125,0.004,45.0,0.004,45.0,0.003,37.0,0.006,38.0
329,20181126,0.004,54.0,0.004,61.0,0.004,55.0,0.008,50.0
330,20181127,0.003,112.0,0.005,116.0,0.005,115.0,0.004,102.0
331,20181128,0.009,129.0,0.014,109.0,0.012,132.0,0.015,109.0
332,20181129,0.002,79.0,0.005,66.0,0.003,82.0,0.006,69.0
333,20181130,0.004,65.0,0.008,57.0,0.006,66.0,0.009,55.0
334,20181201,0.004,47.0,0.006,44.0,0.005,53.0,0.006,37.0
335,20181202,0.007,42.0,0.006,45.0,0.005,50.0,0.008,40.0
336,20181203,0.005,38.0,0.005,39.0,0.002,40.0,0.007,36.0
337,20181204,0.008,34.0,0.013,29.0,0.008,35.0,0.01,27.0
338,20181205,0.009,25.0,0.01,24.0,0.009,31.0,0.011,25.0
339,20181206,0.009,36.0,0.013,33.0,0.009,38.0,0.011,33.0
340,20181207,0.02,18.0,0.026,18.0,0.021,26.0,0.024,16.0
341,20181208,0.019,18.0,0.024,21.0,0.02,27.0,0.022,19.0
342,20181209,0.015,21.0,0.02,21.0,0.017,24.0,0.017,20.0
343,20181210,0.005,33.0,0.007,33.0,0.005,35.0,0.009,28.0
344,20181211,0.003,30.0,0.005,40.0,0.003,40.0,0.006,30.0
345,20181212,0.011,44.0,0.018,43.0,0.012,49.0,0.016,39.0
346,20181213,0.01,36.0,0.015,38.0,0.012,37.0,0.014,35.0
347,20181214,0.006,32.0,0.013,29.0,0.008,34.0,0.01,30.0
348,20181215,0.003,50.0,0.004,58.0,0.003,57.0,0.006,48.0
349,20181216,0.002,50.0,0.003,57.0,0.003,48.0,0.003,48.0
350,20181217,0.008,66.0,0.013,72.0,0.008,68.0,0.01,66.0
351,20181218,0.005,47.0,0.008,44.0,0.005,48.0,0.008,37.0
352,20181219,0.004,53.0,0.008,48.0,0.005,51.0,0.007,46.0
353,20181220,0.003,54.0,0.004,55.0,0.004,58.0,0.005,49.0
354,20181221,0.002,71.0,0.003,73.0,0.002,77.0,0.003,63.0
355,20181222,0.005,84.0,0.009,82.0,0.006,86.0,0.007,80.0
356,20181223,0.016,50.0,0.022,46.0,0.018,55.0,0.02,47.0
357,20181224,0.009,21.0,0.016,18.0,0.011,25.0,0.012,19.0
358,20181225,0.002,36.0,0.003,31.0,0.003,35.0,0.004,29.0
359,20181226,0.012,44.0,0.015,44.0,0.012,53.0,0.015,40.0
360,20181227,0.017,24.0,0.022,23.0,0.02,36.0,0.022,22.0
361,20181228,0.011,30.0,0.016,32.0,0.015,42.0,0.015,28.0
362,20181229,0.018,35.0,0.023,33.0,0.023,49.0,0.021,28.0
363,20181230,0.008,29.0,0.013,30.0,0.014,35.0,0.011,27.0
364,20181231,0.004,41.0,0.007,48.0,0.005,54.0,0.007,44.0
365,20190101,0.011,35.0,0.016,35.0,0.016,44.0,0.014,34.0
366,20190102,0.007,32.0,0.013,31.0,0.011,40.0,0.01,29.0
367,20190103,0.003,44.0,0.006,37.0,0.006,45.0,0.006,36.0
